user_id,products,reviews
345832,1340,110
463308,1722,114
2413560,192,105
3548763,907,106
4525906,554,136
4896480,1330,109
6941254,1722,153
6977115,372,147
7500322,1605,139
8646005,786,194
9748343,804,164
10816213,1192,142
10857513,2731,115
11296045,322,117
11421414,1417,125
11558050,536,161
11579984,2824,112
12088913,427,104
12171705,1004,170
13001010,440,148
13789372,600,134
198292,1846,158
2394529,217,119
2891958,718,104
3155939,910,133
4373195,501,155
4696125,4122,171
5436681,611,135
5623769,718,144
5905341,4412,164
6377234,97,102
6790065,500,109
6849039,536,103
6972048,292,112
7280796,2199,123
7343322,297,160
7428690,188,101
8123583,553,282
8535508,553,120
9527099,710,115
10645072,492,323
11081508,1139,238
11949811,262,105
12753118,173,185
13292425,348,208
1112826,215,119
2089467,115,109
2298915,851,103
9926849,915,171
11736596,629,106
1079362,4318,120
8300280,2708,323
8836213,1527,291
10187064,1559,155
10239050,9637,287
10695708,785,253
11159401,258,108
11348533,468,157
11466687,202,114
11780132,4745,172
12017864,343,239
12859642,1735,101
12868878,285,123
13984272,446,137
1171723,370,135
1240206,1891,399
4186948,685,379
4359464,1676,130
4940765,630,102
5031651,1036,268
5329333,302,144
5961815,132,117
6304439,538,222
6690499,353,126
8163945,595,137
8393048,4537,116
8550710,385,135
8670564,792,163
8794771,286,176
8815157,253,101
8968039,1189,314
9093635,279,265
9143256,110,116
9501292,441,122
9699767,280,111
12321912,3241,313
559395,2213,105
2557346,204,108
509617,2148,111
7199024,1848,182
11159026,1119,141
11224709,295,108
11255962,590,161
11366079,350,123
11795502,213,192
11863807,512,109
12970354,1131,150
13039123,1285,315
13183736,1152,169
13622294,6684,872
864386,613,102
3088144,1858,123
3674422,187,104
4768684,1839,134
5752851,941,157
5809799,481,138
6166144,1018,122
6900463,321,165
7035242,986,302
7452583,367,116
7747354,625,180
8366703,287,100
8390872,144,101
8706305,1412,196
8880504,235,118
9447309,487,164
10034055,385,260
10625816,242,106
12410320,1919,213
13407113,243,126
13813078,611,181
426400,1456,138
867610,206,162
3013746,485,101
5957971,1458,123
6999831,794,196
8509637,619,282
9720229,266,140
10172166,765,172
10468857,722,115
10494462,1480,104
11347404,2500,122
11410971,349,116
11426541,307,101
11504522,2694,180
11550376,599,106
11603469,3206,205
11862855,4070,415
11883051,243,141
11907989,543,110
11920013,423,117
13855328,420,154
14026938,1664,116
52848,9927,899
652540,4462,381
3993724,1013,128
4492848,646,106
5189671,711,128
5223012,412,163
5866463,272,158
6056327,905,252
6286898,378,162
6294647,1223,768
6368932,1848,120
6389407,5506,276
6402564,456,235
6780627,216,111
6794147,817,242
6919260,648,200
7302368,4351,234
7428476,215,115
7508853,979,973
7767555,285,103
7894604,546,174
8330072,154,304
9292036,270,155
9528002,593,133
9734439,326,121
10036602,246,178
10734271,333,155
12948115,382,197
9202346,220,110
12017915,884,117
9024510,953,142
10393939,1923,361
11153836,6305,126
11242234,917,218
11304643,4315,108
11545772,2354,113
11808782,219,104
11810137,1951,619
11828818,836,107
12151139,2699,100
12186673,1108,242
12819741,342,100
2875041,515,105
2915102,1339,171
4474045,788,187
4587159,742,118
4667117,406,101
5140354,3545,123
5360323,432,209
5407908,554,116
5953716,1327,151
6057397,1163,529
6582928,707,104
6614305,596,145
6911125,477,116
7033154,6271,177
7160683,1881,230
7258828,1429,192
7838471,3056,116
8107668,301,222
8698804,1721,101
8875208,1019,133
11117352,53,106
1946380,603,100
3317014,794,121
9809092,1162,144
10275346,679,181
10966192,245,114
11100553,1205,318
11405455,636,143
11492377,1354,135
11662353,1108,112
11814571,343,250
11916826,618,135
12085933,970,148
12827363,873,164
13924269,3975,151
14170545,2489,256
744608,1146,100
1675360,1153,186
3108191,366,138
3369784,304,101
4425223,740,104
4656078,2981,200
4736042,55,174
5226028,1233,131
5236472,340,118
5262402,488,103
5533174,2988,123
5659257,570,123
7275258,499,116
7499411,352,353
7666460,427,156
8056845,248,110
9083101,1896,105
9090295,656,439
9871044,656,129
12320037,320,197
12799651,210,115
13001649,3355,260
11302718,1256,100
11543124,750,101
11924385,455,177
5396765,1276,507
6844257,865,208
8442862,1225,125
8782181,229,114
9113517,3958,135
10188489,338,101
11153671,630,101
11216312,883,104
11517600,2090,345
11575256,527,116
11639461,967,141
11844316,1269,231
11981969,3817,214
12029693,3628,131
12103426,813,201
12712555,2194,101
12751713,972,163
14215849,666,266
856480,1847,101
1320355,7808,175
2958834,970,117
3710818,2860,123
4173238,5756,314
4501690,1886,126
4606001,828,338
4851610,648,229
5006085,2356,112
5017411,813,156
6215335,1286,135
6351091,1211,251
6419109,1082,321
6569657,256,111
6733687,406,124
6957524,405,153
7119045,348,113
7360846,5700,486
7442183,305,207
7888693,1495,198
8429241,213,105
9056038,1268,115
9564032,238,190
13271495,2864,225
540668,4021,110
9836683,711,130
3911775,5298,107
4911992,1454,103
6896123,3343,156
7234948,1561,215
8401427,647,152
9298621,4344,114
10065134,7004,187
10085240,4959,139
11185807,563,171
11288759,695,119
11557675,395,185
11606408,470,117
12052437,3071,127
13738668,416,116
13927073,2642,161
14095088,190,139
14166504,3946,117
2444255,582,115
3583137,585,110
4367135,457,117
5301320,380,124
5709762,297,153
5745461,1935,149
5898956,655,147
6235139,750,101
6280372,437,143
6524109,1449,107
6842073,298,138
7211931,4379,102
7461901,651,133
7871051,449,279
7931256,401,165
8912044,145,114
1426925,3,344
11322839,1529,206
13933393,2387,1274
717370,1121,171
4013600,3629,146
7593004,286,111
8227734,1176,129
8417952,3253,295
8797211,2288,469
8814936,277,129
9422235,635,111
9451295,517,304
10600126,1153,103
11250992,1632,1762
11428526,145,106
11496725,4109,236
11597298,661,307
11841775,1110,119
11955238,383,125
13193710,921,147
14006829,637,120
14130314,3073,107
1038839,800,148
1238024,483,261
1298132,3121,140
3248119,584,112
3604849,1343,128
4362924,190,127
4379289,635,271
4421843,379,145
5244634,256,138
5395580,775,293
5619766,520,256
5860500,556,129
5962989,2367,191
6746313,1500,178
7381255,938,111
7576813,399,220
8537597,1114,222
8669790,882,162
8945074,206,109
9156886,1875,108
9722485,245,226
3008288,1911,112
3247299,1765,140
5420496,257,108
5482068,672,167
8339681,1026,422
9077940,229,119
11617892,2268,178
12158895,216,107
12735639,2761,167
13836505,1776,113
14088710,1597,104
273978,677,109
1033570,846,114
2980162,5442,126
3998119,1181,216
4055007,972,241
4472157,1351,411
4767978,2755,177
4779776,1826,122
5289684,798,353
5632951,945,141
5951464,360,117
6490332,1412,493
6884748,2213,116
6967739,250,144
7082811,91,172
7332788,404,116
7838014,224,112
8089982,162,159
8912414,634,144
10237609,350,115
12461784,2130,283
12579761,2173,205
1371772,553,174
5027276,497,111
11566582,3346,107
75224,3572,137
3326091,1540,141
6756721,344,122
8192252,1112,133
8432399,1252,137
8870658,1965,102
9690106,775,116
9707080,1174,136
9882774,529,133
10039294,1822,269
10143298,1517,177
11217872,2395,1585
11311357,1055,294
11475450,3593,971
11512343,1069,119
11543173,3066,320
11842891,4516,103
11859223,852,141
11988642,880,298
12092214,1853,106
12146392,422,147
12188152,1211,212
12620893,326,128
12977083,2780,289
13505309,1761,218
14066181,1206,124
672045,1481,115
2753950,1582,124
3144645,163,121
3317147,189,157
3785081,534,221
4183994,294,134
4410299,1484,160
4566947,377,111
4853593,3862,449
5607345,409,110
6008113,623,162
6323339,419,165
6328017,974,238
6512910,344,133
7059819,3756,134
7323468,269,140
7675378,308,200
7839927,930,160
8045714,2092,213
8925212,760,217
9039417,259,185
10870297,377,134
12506761,183,129
12828054,410,178
13359851,240,126
13455972,235,140
13708411,259,107
10500033,510,111
827157,796,222
5462028,1434,132
7430026,874,217
8478807,610,129
9306963,916,141
11154117,919,188
11475806,912,643
11512887,2129,104
11798894,1158,192
12067939,2188,257
13799126,420,106
1178284,215,144
1284241,855,174
1369714,1004,399
2681638,2383,121
3638471,1340,212
4383147,1075,119
4925062,1901,147
5017964,5663,105
5135050,600,131
5211465,583,238
5230054,669,252
5310505,827,198
5788870,318,121
5824279,290,357
5877289,501,111
6058314,213,124
6151854,135,145
6718204,229,112
6785708,1125,146
7131220,693,233
7529252,913,143
7571363,1796,106
7746578,850,181
8223092,276,127
8328517,2647,322
8471852,70,108
9861556,736,132
10049629,356,102
13637542,177,107
7908738,579,144
11074400,2716,216
11346100,716,110
11527087,1048,112
11939158,395,122
12124063,302,157
12129115,633,216
12198485,3362,624
12217925,1382,127
12499665,1029,101
12630794,678,161
12808645,674,133
13514845,814,324
14223043,1088,799
119495,3431,153
477820,1695,222
1374501,827,149
1449189,1819,133
3979524,277,112
5462853,394,217
6131164,554,124
7287858,253,116
7942708,767,123
8144444,2540,281
9203224,669,249
9506492,447,137
10081371,135,119
10496005,423,189
295058,343,121
1779353,209,106
11881169,876,312
14178810,386,115
252927,1770,108
3016751,1276,150
7257691,534,135
7742182,234,129
8418998,2003,178
8419792,458,121
8445202,898,121
8737925,1937,127
9072312,775,284
10336968,953,101
11163847,5100,116
11204318,1994,175
11368046,3563,104
11446587,941,428
11584049,1444,165
11698023,1305,117
11869119,7285,489
11998693,551,123
12143237,596,122
12274208,586,157
12307103,736,100
12434049,2214,167
12562449,2078,627
1556801,1077,403
2265923,102,132
2632073,730,258
2795160,538,124
2844750,575,227
3379385,3215,259
3496364,379,213
3874764,778,196
4008825,644,157
4082655,1122,133
4098517,616,190
4145615,1793,157
4581895,4562,223
4736189,1391,108
5036555,489,101
5209630,1121,104
5509464,187,112
5952465,643,109
6037065,278,101
6292397,10232,256
6858182,702,130
7195474,621,125
7562632,516,272
7808772,264,175
8262013,969,333
8715426,382,160
8739072,643,128
9787724,602,115
10119007,1763,126
10214477,287,134
12400263,205,151
3546641,131,117
717146,1842,101
3496906,1554,320
4923919,447,124
6240701,402,123
6493507,7204,364
7995486,1638,447
8907274,597,126
10420544,948,137
10539618,562,106
10792917,3017,151
11518280,1209,103
11721723,795,104
11745043,300,241
11794634,901,105
12809719,304,115
13862316,1019,528
14198677,2313,120
556704,1038,137
764403,4847,105
2044200,2057,143
4153122,854,151
4620515,330,178
4887241,1647,104
4919850,263,112
6064179,529,130
6291467,239,125
6856169,375,111
6860337,540,281
7340541,450,191
8397090,701,241
9599381,247,145
9868916,165,134
13205152,348,101
709286,602,193
1265719,305,179
6605079,831,315
6727743,728,106
8782023,887,127
9425909,254,191
9518931,1706,119
10537494,300,107
11264281,710,100
11380534,3241,238
11506513,816,125
12699659,693,148
12800091,30,122
13921004,1131,111
14113882,2992,158
14135149,533,112
14201387,3348,238
154411,650,103
556451,763,358
1868449,772,212
2522885,967,268
2843253,7348,230
3449571,4855,104
3595912,4150,240
4118099,2171,214
4614082,512,108
5033964,6399,136
5394638,1684,173
5895838,1094,102
6132555,1240,259
6627151,315,136
6700298,446,214
7048074,293,166
7129569,367,131
7731391,9312,138
8224662,455,172
9166580,143,104
9722784,184,112
10284187,145,109
12345535,652,115
13299643,1308,109
13821328,383,111
13960139,107,116
6038219,871,132
4278305,649,197
8442149,854,217
8770666,1604,177
10941594,877,176
11425229,977,126
11463926,4929,361
11604580,1717,145
11628216,319,156
11854947,1993,339
11907370,2098,329
11942810,1767,623
12916407,326,120
13359485,1641,131
13786797,848,104
13919519,442,111
14088822,3961,681
8142,232,153
2071713,324,143
3259803,4613,300
3661142,1843,163
4147743,836,102
4167614,305,102
4243949,895,204
4249408,404,106
4994324,593,105
5104537,2392,129
5122779,444,251
5395863,356,107
5751942,5258,202
6369745,488,128
6530294,445,101
6987014,457,103
7351013,1113,148
7976562,352,124
9824324,234,119
9831474,306,117
9940026,710,149
12335482,583,115
6668424,911,214
8769795,1430,130
9060262,933,193
9921462,499,127
10928246,429,115
11016712,1208,132
11424212,1451,122
11444891,2551,171
11630821,1554,208
11676852,1725,123
11704737,1532,113
11852357,688,122
11884376,988,108
11907017,1880,417
12087150,181,153
12180692,1370,125
13358608,1258,156
13934014,299,1661
14030388,1089,196
2518926,772,255
2722317,985,213
4338795,412,104
4525324,1030,298
5507937,1453,129
5517671,1561,110
5954572,969,212
6108998,428,154
6290113,1342,149
6527614,261,107
6548899,513,126
6708798,167,102
6921947,834,176
7302431,2203,110
7490549,557,132
8151495,2748,104
8225359,483,257
10473315,220,127
1852909,72,273
11176071,686,270
5662287,402,125
6111896,629,847
7285092,2052,251
7590074,2840,427
7993969,300,130
9985905,2050,119
9999789,1358,111
10765120,2286,204
11397968,652,122
11513407,449,141
11632836,432,105
12048184,827,104
12051889,1054,101
12889952,616,269
13195467,361,161
987992,467,182
1393425,2410,148
4413709,432,112
4495422,299,115
4759286,384,119
5289677,387,116
5541895,1825,131
6033511,2552,348
6773254,2730,292
6795754,412,124
6935184,496,143
7280895,213,105
7551240,1728,110
7899104,781,120
7940764,2211,136
8287974,460,130
8303761,1357,257
8344643,394,144
8424539,2674,120
8797409,135,120
9950170,1945,131
10404421,1498,180
14053595,411,144
1385247,244,124
63674,2225,832
607468,332,122
7635642,1234,116
8060374,2953,234
8604997,950,372
8972311,609,102
9131193,5213,447
9517579,792,116
10049570,864,115
10421146,950,115
10576472,925,808
10783213,1887,196
11074262,2126,194
11089335,8231,170
11492302,558,139
11741226,405,138
11792033,823,175
12023500,197,101
12140556,6438,343
12199973,572,200
14054910,538,142
14115457,1282,181
14261282,321,239
976568,3767,230
1135891,458,112
1366893,692,172
2950820,1465,133
4425478,428,119
4443834,1406,106
5435217,185,107
5557076,464,103
5838042,3116,379
6431210,936,120
6824409,1383,275
7059891,221,107
8182854,168,108
8574678,313,196
9980230,344,108
10538206,851,169
12317267,620,178
12406859,983,102
13356310,414,224
13955836,1101,123
6916679,258,144
8462057,742,212
8686106,324,129
9659538,489,120
11254166,145,104
11415802,1387,138
11479536,767,122
11969112,1595,168
12014151,1385,137
12074394,580,155
12538607,233,154
12658948,488,123
14037945,1964,129
803129,606,116
2909363,906,132
4551279,4268,224
5303556,430,137
5420082,474,101
5636521,947,569
5835242,224,134
5992455,235,119
6198877,709,257
6499846,524,115
6644595,984,130
6729962,444,110
6896530,657,172
7322155,1057,136
8076050,5314,102
10782833,770,154
11023333,404,129
1411514,513,127
11901806,2995,811
14027255,2819,189
1197357,2428,125
6036016,1348,146
6240573,1158,167
6582477,2056,115
7941975,2902,142
9892616,1072,120
10577798,3054,197
11491153,806,128
11549616,3735,106
11886917,1642,280
11927301,1159,109
11978786,577,104
12281656,309,164
12347602,1070,101
12620324,810,194
13365857,1391,247
13686723,561,592
13837902,306,108
14268867,1848,233
1088479,2136,146
1189214,483,129
1250463,715,145
1573109,713,101
1725376,440,141
2567588,488,104
3069709,583,138
4510451,835,137
4698458,901,467
5992902,407,176
6030954,237,110
6452702,595,315
6724035,553,124
7001536,655,122
7242963,309,117
7562645,205,124
7743262,286,152
7837975,2517,198
8154694,735,175
10251845,392,110
10442973,359,142
10547317,12091,233
13088359,293,135
13788806,553,168
749027,298,116
8257359,2751,104
230538,876,235
6493661,317,149
6528047,558,199
8493518,274,138
10459580,778,106
10479381,244,101
10746945,2695,206
10913830,956,113
11456685,1109,103
11483847,758,139
11625100,4095,161
11703588,1078,444
11721857,725,103
12542762,283,176
13735471,6110,279
13800001,474,161
13855721,3158,169
38555,560,214
382513,904,161
1999628,1320,435
2602048,400,101
3784953,506,134
4293068,520,130
4407251,510,121
4659157,501,110
4957293,264,128
4988000,373,141
5249705,142,101
5372018,2738,437
5534387,1896,100
5592263,2092,110
5786458,385,134
5952572,230,106
6055197,489,138
7296118,1105,108
8614563,272,176
10134814,592,327
10336982,439,142
10619903,774,109
13781989,496,172
1458094,148,104
5662712,350,167
5765044,1930,169
11299381,796,118
11418477,4159,247
11620142,2535,117
11659871,970,188
11789335,458,143
12222906,711,124
13086850,665,449
13333659,286,107
197114,663,186
1159548,257,151
1716000,710,130
2009370,682,208
2550570,980,147
3789667,1049,204
3983427,88,102
4046583,4246,103
4120952,1930,106
4453622,349,136
4614084,776,199
4872673,615,139
4962810,600,107
5147204,702,116
5243252,549,188
5780811,440,160
6200225,426,104
6214463,266,145
6407860,249,326
6477791,187,116
6581292,346,109
6951777,1152,222
7298662,252,175
7590749,2127,120
9429514,329,113
12429467,181,159
13099571,358,177
13411719,236,123
13536974,155,129
13606700,231,109
1390487,242,232
2460420,121,129
3785767,276,147
11510602,1654,106
3990741,4280,505
5220176,220,108
6745681,2057,187
9269821,768,135
9583930,2163,144
11127269,2171,535
11157670,2963,469
11502736,641,212
11738176,580,139
736709,1294,102
1359770,987,111
1697864,551,162
1893513,452,101
1908864,900,109
3623298,1761,253
4124254,897,333
4144895,1735,107
4221474,482,100
4331266,964,172
4418136,211,122
5164055,1667,1664
5540148,247,142
6081198,1187,103
6137176,749,235
6223711,329,121
6556566,817,122
6959448,310,113
7086139,184,194
7893792,1245,134
7974811,1915,107
8512662,317,109
8616255,211,130
9059520,559,126
9184672,185,131
9533478,495,123
9725350,133,109
10377557,233,160
12516136,76,197
418482,163,119
9814686,1631,116
4810272,379,268
13704317,2120,138
6833349,773,199
9457331,842,135
11238100,609,127
11741809,6085,283
11755355,563,138
12127437,655,400
12230916,1798,107
12327572,2237,104
12405673,736,149
13681990,787,270
14211777,2697,1123
830585,1307,1276
1361136,1319,108
1599557,527,151
2039450,1002,112
3614609,8836,101
3731233,531,125
4713540,142,102
5100036,325,155
5111986,690,127
5556615,501,135
6045491,475,190
6295166,239,187
6769621,564,137
7793152,464,108
7997921,434,110
8987344,2036,122
9219326,718,124
9276216,481,197
9617880,29752,107
9874344,6017,287
9923823,5712,179
10029382,1218,111
10264903,394,165
10311264,496,129
10610195,2739,1305
13098543,1699,159
1617496,6,103
6099284,1025,100
11420838,2393,106
145847,1603,194
490548,687,139
2637501,2266,148
2694780,512,140
5999976,209,102
6186703,5375,238
6496842,1038,108
6585026,1426,128
7647359,1965,213
7843278,5204,113
8426187,1352,158
9052735,1302,165
9810896,830,105
10405956,4306,338
10673425,1422,283
11623501,1715,116
12110220,895,121
12145103,397,201
12553377,996,122
12556812,570,343
12705297,1846,332
13106335,2479,126
13620711,1646,334
162440,554,167
1538830,1042,157
2363417,784,512
2973769,369,127
3427490,1945,138
3796290,1270,138
4150738,466,102
4573359,426,184
4946957,1140,139
4994936,515,327
5047915,311,127
5249340,382,165
5307169,788,130
5358590,256,119
5450236,1908,109
5688702,277,137
6567435,4666,423
6660676,897,241
6938406,1374,228
7159285,1170,121
7855699,1171,133
8506688,469,133
9711251,224,119
9874150,331,193
11093405,131,103
12749859,1025,292
12869809,223,166
13834387,262,205
736622,221,133
1140084,234,202
11220503,2396,133
11762249,193,494
12056711,284,237
13434332,1277,108
1962894,2029,261
7369948,1531,557
7994045,2838,158
9189787,1094,140
9456322,5553,131
11179116,1143,550
11425467,350,111
12394216,184,104
13044659,10463,263
13963392,494,160
14035102,418,114
1354900,7085,109
2425974,1855,142
4137144,1589,105
4274586,589,121
4321426,333,153
4660462,2953,279
4710773,907,255
4884686,2423,106
4969148,1145,155
5276444,1826,155
5744650,251,150
5914504,362,174
7067671,1687,989
8050145,908,222
8211659,813,210
8552882,279,105
9553658,825,100
9578830,113,105
9614452,2046,146
10747398,290,135
1204135,293,108
2644608,126,111
9206595,3075,115
13590887,497,304
14025767,3477,179
2422607,642,140
3307008,920,175
5512336,747,130
8249178,590,113
8406801,1566,117
10682230,776,100
11308715,751,138
11556660,406,275
11824974,1155,101
12034260,420,327
12059271,669,243
12067408,612,118
12179844,2734,119
12184900,539,139
12382306,471,114
12723726,1720,131
13145681,596,108
14103144,2295,132
480337,2656,389
1301790,1259,116
1842080,487,132
2081650,347,103
2506214,1595,105
2647761,881,117
4174525,2663,104
4573236,418,102
4654282,2712,232
4794233,142,135
4988462,531,118
5136021,2294,516
5370298,395,210
5611042,1953,102
5681927,253,112
5874434,746,256
6055572,2436,136
7326979,320,130
7408783,630,106
7566454,1057,207
7805586,4034,195
8114709,286,120
8560697,1055,112
8911069,290,104
9476441,379,112
10413424,1410,118
12702022,230,103
9674583,3423,238
11649516,992,101
14145144,5095,267
6148962,7534,112
6439032,1009,131
8123337,858,134
8414343,726,135
9304243,2131,110
9794478,982,101
10517962,1072,153
10751389,824,109
10772859,263,103
10894695,659,104
10940657,4467,342
10971363,766,238
11229493,250,109
11247095,6718,544
11425141,1954,150
11503457,969,249
11687574,632,146
11754492,2762,183
11814961,201,107
11820584,548,119
11841625,2888,452
12293034,645,109
13405456,667,110
1112050,535,174
1837712,286,114
4082084,695,105
4353125,746,165
4552889,1464,300
4937941,256,151
5032411,328,106
5226415,6178,109
5268571,228,123
5489486,474,136
5569325,749,131
5678292,1314,242
6344270,861,215
6711341,326,125
6748371,188,102
7292298,982,175
7451034,454,100
9880267,653,130
12704024,1263,114
12910077,380,100
13224944,378,138
14091278,137,170
5818968,931,143
786399,494,160
1372717,573,112
7249189,969,105
7794816,1406,165
8600947,2375,232
9005044,1447,360
9387251,468,120
10772607,2738,127
11031932,1346,103
11216543,915,108
11242241,384,108
11293363,896,191
11379555,594,122
11568250,960,120
11580970,1290,100
11974178,1322,109
12104530,4370,216
12141968,664,114
13054284,792,149
13902473,296,122
45262,1676,110
1260349,631,298
1896544,1093,104
1955734,2388,109
2638865,511,112
3055420,1048,112
4462944,1424,435
4538395,316,145
4784527,606,183
4996965,512,104
5001221,3025,106
5226175,1294,313
5356902,276,111
5424467,583,126
6108700,3662,179
6574021,458,222
6993908,737,156
7579030,612,105
8371191,1383,180
8650879,601,181
10257891,162,106
10531085,656,154
12805866,211,121
523521,529,114
11747461,301,101
13647236,387,127
7429880,3077,144
8391673,416,158
9044742,2016,120
9148067,1855,116
9829908,943,101
10048188,3105,157
10981743,487,346
11151136,1105,173
11167472,780,220
11314126,1181,112
11466463,2489,195
11496496,413,173
11503340,3024,103
11527558,1082,134
11635860,144,167
11956070,1960,149
12513029,1044,116
12923861,2839,134
13069518,1294,166
13256027,1575,670
13567225,578,188
13785761,838,108
13901572,2298,188
283651,1330,207
2590994,3657,340
4423382,11517,154
4475660,6005,227
4857677,617,108
5188917,517,121
5589369,188,178
5647400,328,109
5853974,334,112
5937176,1380,100
6275223,3504,151
6661152,1863,158
6785201,178,126
7462254,372,165
8946091,612,135
9025742,700,148
9710537,667,100
12250898,417,113
13838703,815,116
14200826,721,135
3629,523,152
11705091,2069,152
6318483,1556,201
6789085,492,160
8645053,450,144
9085296,1177,104
10213711,413,232
10247028,2675,293
11245407,671,126
11476009,225,115
11491517,254,105
11755845,836,199
11788937,1776,105
11839809,1697,147
11933045,786,149
12753789,457,112
13823805,289,107
14017566,934,156
14255805,934,107
1168635,861,207
2787688,2318,129
2930990,142,164
3947492,315,115
4378626,806,118
4433663,152,114
4648289,1510,109
4869406,348,132
5219085,337,119
5414523,1033,217
5699877,427,123
5796555,197,109
5836492,824,182
6207173,413,370
6220265,267,171
6500337,1360,153
6692123,1017,135
7475204,252,126
7480020,1584,237
7803230,1155,113
8754287,514,107
8913187,1665,150
9043448,5792,364
9335247,1993,190
10104482,958,120
10842303,265,102
12519495,423,186
14283059,594,309
3491852,265,128
12598429,9538,133
4469016,2997,228
7530390,298,109
9219684,1540,324
9412720,1116,300
9446748,925,120
11222559,1062,167
11360252,2118,186
11505051,406,127
11728924,2476,110
12101595,251,131
